model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
 I10,2017,44000.0,Manual,30193,Petrol,145,60.1,1.0
 I10,2016,45000.0,Manual,23552,Petrol,30,57.6,1.2
 Santa Fe,2019,234333.33333333334,Semi-Auto,9993,Diesel,145,42.8,2.2
 Kona,2018,84000.0,Manual,10452,Petrol,145,44.1,1.0
 Kona,2018,91333.33333333333,Manual,24239,Petrol,145,52.3,1.0
 Kona,2018,86000.0,Manual,18984,Petrol,145,52.3,1.0
 Tucson,2019,110666.66666666667,Manual,17970,Petrol,150,34.9,1.6
 I10,2018,62666.666666666664,Semi-Auto,29700,Petrol,150,47.9,1.2
 I20,2019,66666.66666666667,Manual,14925,Petrol,145,46.3,1.2
 Ioniq,2018,132000.0,Automatic,11165,Hybrid,135,78.5,1.6
 I10,2018,53333.333333333336,Manual,4500,Petrol,145,60.1,1.0
 Tucson,2019,123333.33333333333,Semi-Auto,13136,Petrol,150,36.2,1.6
 I20,2019,74666.66666666667,Manual,11435,Petrol,150,46.3,1.2
 Kona,2018,118000.0,Manual,19,Petrol,145,44.1,1.0
 Tucson,2017,133000.0,Automatic,23679,Diesel,150,47.1,2.0
 Tucson,2017,110666.66666666667,Semi-Auto,9191,Diesel,125,57.6,1.7
 I30,2016,52333.333333333336,Manual,26199,Petrol,145,48.7,1.4
 Tucson,2017,91666.66666666667,Manual,26596,Petrol,145,44.8,1.6
 I30,2018,72666.66666666667,Manual,38366,Petrol,145,56.5,1.0
 Tucson,2017,95666.66666666667,Manual,33110,Diesel,30,61.7,1.7
 I30,2017,81000.0,Manual,16570,Petrol,150,52.3,1.4
 Tucson,2019,133000.0,Manual,508,Diesel,145,48.7,1.6
 Tucson,2019,143666.66666666666,Semi-Auto,4011,Diesel,145,47.1,1.6
 I10,2019,60333.333333333336,Manual,1222,Petrol,145,49.6,1.0
 Kona,2018,133000.0,Semi-Auto,10167,Petrol,145,42.2,1.6
 I10,2019,60333.333333333336,Manual,3000,Petrol,145,49.6,1.0
 IX20,2016,44666.666666666664,Manual,38186,Diesel,30,64.2,1.6
 Tucson,2018,105333.33333333333,Manual,12964,Petrol,150,44.8,1.6
 Tucson,2019,154333.33333333334,Semi-Auto,5000,Petrol,150,36.2,1.6
 Kona,2020,110666.66666666667,Manual,3500,Petrol,150,44.1,1.0
 Kona,2018,100333.33333333333,Manual,5357,Petrol,150,44.1,1.0
 Tucson,2018,119333.33333333333,Manual,10309,Petrol,150,35.3,1.6
 Tucson,2017,104333.33333333333,Manual,29000,Diesel,150,61.4,1.7
 I30,2017,81000.0,Semi-Auto,19000,Petrol,145,51.4,1.4
 I10,2019,62666.666666666664,Manual,7000,Petrol,145,60.1,1.0
 Tucson,2019,148000.0,Manual,8045,Hybrid,145,51.4,1.6
 Tucson,2019,122333.33333333333,Manual,8009,Petrol,145,34.9,1.6
 Kona,2019,108666.66666666667,Manual,7842,Petrol,145,44.1,1.0
 Tucson,2019,110666.66666666667,Manual,11958,Petrol,145,34.9,1.6
 Ioniq,2019,124666.66666666667,Automatic,9337,Hybrid,135,78.5,1.6
 I10,2017,45000.0,Manual,18600,Petrol,30,57.6,1.2
 I20,2019,93333.33333333333,Automatic,358,Petrol,145,49.6,1.0
 Tucson,2017,102333.33333333333,Manual,15679,Diesel,145,61.7,1.7
 I800,2018,130000.0,Automatic,33943,Diesel,145,28.0,2.5
 Tucson,2017,125666.66666666667,Manual,8256,Diesel,125,58.9,2.0
 Tucson,2019,122333.33333333333,Semi-Auto,17452,Petrol,150,36.2,1.6
 I10,2018,60333.333333333336,Semi-Auto,25968,Petrol,150,47.9,1.2
 Tucson,2015,85000.0,Manual,29083,Diesel,125,58.9,2.0
 I20,2019,90333.33333333333,Manual,3000,Petrol,145,46.3,1.2
 Kona,2018,108666.66666666667,Manual,9001,Petrol,145,52.3,1.0
 I30,2019,168333.33333333334,Manual,4462,Petrol,145,34.0,2.0
 IX20,2018,72666.66666666667,Manual,15853,Petrol,150,50.4,1.4
 I10,2015,30666.666666666668,Manual,42692,Petrol,20,61.4,1.0
 I20,2014,30666.666666666668,Manual,42545,Petrol,30,57.6,1.2
 Tucson,2019,175666.66666666666,Automatic,2324,Hybrid,145,50.4,1.6
 Kona,2019,140666.66666666666,Automatic,165,Petrol,145,37.7,1.6
 Kona,2019,148000.0,Automatic,144,Petrol,145,37.7,1.6
 I800,2018,140666.66666666666,Automatic,36501,Diesel,145,28.0,2.5
 I20,2019,66666.66666666667,Manual,12545,Petrol,145,46.3,1.2
 I20,2019,65666.66666666667,Manual,17084,Petrol,145,46.3,1.2
 I20,2019,65666.66666666667,Manual,17516,Petrol,145,46.3,1.2
 Tucson,2016,87333.33333333333,Manual,39002,Diesel,145,54.3,2.0
 Tucson,2016,89333.33333333333,Manual,23190,Diesel,30,61.7,1.7
 I10,2016,49333.333333333336,Semi-Auto,15047,Petrol,145,47.9,1.2
 I30,2016,57333.333333333336,Manual,33466,Diesel,0,78.4,1.6
 Santa Fe,2019,228333.33333333334,Semi-Auto,4721,Diesel,145,39.8,2.2
 I30,2019,120000.0,Manual,4765,Petrol,145,42.2,1.4
 Kona,2019,126666.66666666667,Semi-Auto,4461,Diesel,145,52.3,1.6
 Tucson,2017,113000.0,Semi-Auto,11247,Diesel,125,57.6,1.7
 I800,2018,116000.0,Manual,38984,Diesel,150,37.7,2.5
 I10,2019,54333.333333333336,Manual,14002,Petrol,150,60.1,1.0
 I10,2018,58333.333333333336,Manual,9170,Petrol,150,57.7,1.2
 I20,2019,71666.66666666667,Manual,8195,Petrol,150,46.3,1.2
 Ioniq,2017,106333.33333333333,Automatic,20005,Hybrid,140,78.5,1.6
 Tucson,2019,125666.66666666667,Semi-Auto,4779,Petrol,150,36.2,1.6
 I10,2018,58333.333333333336,Manual,21368,Petrol,150,57.6,1.2
 Tucson,2018,147000.0,Automatic,15327,Diesel,145,43.5,2.0
 Tucson,2019,186333.33333333334,Semi-Auto,2617,Hybrid,145,50.4,1.6
 I20,2017,60333.333333333336,Manual,18440,Petrol,150,62.8,1.0
 I10,2016,35000.0,Manual,33589,Petrol,20,60.1,1.0
 I10,2018,47000.0,Manual,9661,Petrol,145,60.1,1.0
 I30,2015,48000.0,Manual,33830,Diesel,0,78.4,1.6
 I10,2015,40000.0,Manual,22020,Petrol,30,57.6,1.2
 Tucson,2017,87333.33333333333,Manual,17310,Diesel,145,61.7,1.7
 I10,2017,50333.333333333336,Manual,29880,Petrol,145,57.7,1.2
 IX20,2016,46000.0,Manual,53220,Petrol,125,50.4,1.4
 Tucson,2019,126666.66666666667,Semi-Auto,15630,Petrol,145,36.2,1.6
 I40,2019,126666.66666666667,Semi-Auto,8651,Diesel,145,53.3,1.6
 Tucson,2019,165000.0,Manual,8641,Hybrid,145,47.9,1.6
 I20,2016,61666.666666666664,Manual,16263,Petrol,30,55.4,1.2
 Ioniq,2019,151000.0,Semi-Auto,3103,Hybrid,135,78.5,1.6
 Ioniq,2017,117000.0,Automatic,20513,Hybrid,135,78.5,1.6
 Kona,2018,118000.0,Manual,76,Petrol,145,44.1,1.0
 I10,2015,42000.0,Manual,18405,Petrol,30,57.6,1.2
 I20,2019,65666.66666666667,Manual,16295,Petrol,145,46.3,1.2
 Kona,2018,118000.0,Manual,30,Petrol,145,44.1,1.0
 Kona,2018,118000.0,Manual,18,Petrol,145,44.1,1.0
 I10,2017,45000.0,Manual,27821,Petrol,20,60.1,1.0
 Kona,2020,158000.0,Manual,1,Petrol,145,44.1,1.0
 IX20,2015,42000.0,Manual,29731,Petrol,125,50.4,1.4
 I30,2014,44000.0,Manual,45616,Petrol,165,46.0,1.4
 Tucson,2017,93666.66666666667,Manual,10248,Petrol,145,44.8,1.6
 I10,2016,41000.0,Manual,10499,Petrol,20,60.1,1.0
 Santa Fe,2019,242333.33333333334,Automatic,10035,Diesel,145,42.8,2.2
 I10,2017,49333.333333333336,Manual,5082,Petrol,145,60.1,1.0
 Tucson,2019,110666.66666666667,Manual,12763,Petrol,145,34.9,1.6
 I20,2019,82000.0,Manual,11435,Petrol,145,46.3,1.2
 Tucson,2019,115000.0,Manual,17970,Petrol,145,34.9,1.6
 Kona,2018,107666.66666666667,Manual,5357,Petrol,145,44.1,1.0
 Tucson,2019,123333.33333333333,Semi-Auto,13084,Petrol,145,36.2,1.6
 Tucson,2018,115000.0,Automatic,34719,Diesel,145,47.1,2.0
 I20,2019,78000.0,Manual,5000,Petrol,145,47.9,1.0
 I10,2019,63666.666666666664,Manual,2000,Petrol,145,60.1,1.0
 I10,2019,64666.666666666664,Manual,50,Petrol,145,60.1,1.0
 I20,2018,65666.66666666667,Manual,5000,Petrol,145,46.3,1.2
 I10,2018,55333.333333333336,Manual,2451,Petrol,145,60.1,1.0
 I20,2018,66666.66666666667,Manual,5000,Petrol,145,46.3,1.2
 I20,2018,65666.66666666667,Manual,9070,Petrol,145,46.3,1.2
 Kona,2018,85000.0,Manual,29920,Petrol,145,52.3,1.0
 I10,2020,94333.33333333333,Manual,5000,Petrol,145,56.5,1.0
 I30,2017,65666.66666666667,Manual,18027,Petrol,145,48.7,1.4
 I20,2019,78000.0,Manual,5000,Petrol,145,47.9,1.0
 Santa Fe,2019,314666.6666666667,Semi-Auto,1,Diesel,145,39.2,2.2
 I20,2020,106666.66666666667,Manual,1,Petrol,145,46.3,1.2
 I30,2019,194666.66666666666,Manual,1,Petrol,145,34.0,2.0
 I10,2018,50333.333333333336,Manual,13303,Petrol,145,60.1,1.0
 Ioniq,2019,140666.66666666666,Automatic,2000,Hybrid,135,62.8,1.6
 Tucson,2019,159666.66666666666,Automatic,2000,Hybrid,145,50.4,1.6
 Santa Fe,2020,314666.6666666667,Semi-Auto,5000,Diesel,145,39.2,2.2
 I10,2019,54333.333333333336,Manual,5000,Petrol,145,60.1,1.0
 I10,2019,54333.333333333336,Manual,5000,Petrol,145,60.1,1.0
 Tucson,2018,108666.66666666667,Manual,30210,Diesel,145,61.4,1.7
 Tucson,2020,187333.33333333334,Semi-Auto,5000,Hybrid,145,50.4,1.6
 Tucson,2020,174666.66666666666,Manual,3500,Petrol,145,34.9,1.6
 Tucson,2019,175666.66666666666,Semi-Auto,3500,Diesel,145,47.1,1.6
 Santa Fe,2018,149000.0,Semi-Auto,31350,Diesel,145,42.8,2.2
 I10,2016,41000.0,Manual,13500,Petrol,20,60.1,1.0
 Santa Fe,2017,152666.66666666666,Manual,26711,Diesel,200,47.1,2.2
 Ioniq,2019,161666.66666666666,Automatic,6500,Hybrid,135,78.5,1.6
 Kona,2019,143666.66666666666,Automatic,5000,Hybrid,135,52.3,1.6
 Tucson,2019,110666.66666666667,Manual,13076,Petrol,150,34.9,1.6
 I20,2019,84000.0,Manual,3111,Petrol,145,47.9,1.0
 I10,2019,63666.666666666664,Manual,3215,Petrol,145,49.6,1.0
 Tucson,2019,157666.66666666666,Semi-Auto,2951,Hybrid,145,50.4,1.6
 Tucson,2019,154333.33333333334,Manual,2326,Petrol,145,34.9,1.6
 Tucson,2019,165000.0,Semi-Auto,7469,Hybrid,145,50.4,1.6
 Tucson,2019,105333.33333333333,Manual,12206,Petrol,145,35.3,1.6
 Ioniq,2018,131000.0,Automatic,7725,Hybrid,135,78.5,1.6
 I30,2019,120000.0,Manual,2451,Petrol,145,42.2,1.4
 Tucson,2019,150000.0,Semi-Auto,2812,Hybrid,145,50.4,1.6
 I10,2017,52333.333333333336,Manual,24437,Petrol,145,60.1,1.0
 I10,2016,41000.0,Semi-Auto,39063,Petrol,150,47.9,1.2
 Tucson,2017,97000.0,Manual,22173,Diesel,30,61.7,1.7
 Tucson,2019,142666.66666666666,Semi-Auto,25,Petrol,145,36.2,1.6
 I30,2017,84000.0,Manual,16570,Petrol,145,52.3,1.4
 I30,2017,84000.0,Manual,15814,Petrol,145,52.3,1.4
 Tucson,2018,108666.66666666667,Manual,14427,Petrol,145,44.8,1.6
 Tucson,2018,109666.66666666667,Manual,12492,Petrol,145,44.8,1.6
 Tucson,2018,108666.66666666667,Manual,12720,Petrol,145,44.8,1.6
 Tucson,2018,108666.66666666667,Manual,13915,Petrol,145,44.8,1.6
 Kona,2019,105666.66666666667,Manual,15139,Petrol,145,44.1,1.0
 I30,2019,168333.33333333334,Manual,500,Petrol,145,34.0,2.0
 Tucson,2019,147000.0,Semi-Auto,1348,Diesel,145,47.1,1.6
 I30,2019,101333.33333333333,Manual,2562,Petrol,145,45.6,1.4
 IX20,2017,63666.666666666664,Manual,15773,Petrol,145,50.4,1.4
 I30,2017,67666.66666666667,Manual,22521,Petrol,145,56.5,1.0
 I20,2017,54333.333333333336,Manual,49081,Petrol,20,62.8,1.0
 I20,2016,49333.333333333336,Manual,18777,Petrol,30,55.4,1.2
 Ioniq,2019,154333.33333333334,Automatic,9852,Hybrid,140,78.5,1.6
 I20,2016,42000.0,Manual,54325,Petrol,30,55.4,1.2
 Tucson,2017,130000.0,Semi-Auto,12980,Diesel,150,57.7,1.7
 I20,2016,46000.0,Manual,34720,Petrol,30,55.4,1.2
 IX35,2015,62666.666666666664,Manual,54076,Diesel,165,51.4,2.0
 Tucson,2017,98000.0,Semi-Auto,40097,Diesel,150,57.6,1.7
 Kona,2019,118000.0,Manual,4672,Petrol,150,44.1,1.0
 Tucson,2015,89333.33333333333,Manual,60230,Diesel,200,47.9,2.0
 Ioniq,2018,97000.0,Automatic,37221,Hybrid,135,78.5,1.6
 Kona,2019,143666.66666666666,Semi-Auto,5521,Petrol,145,34.0,1.6
 Tucson,2019,126666.66666666667,Manual,4412,Petrol,145,35.3,1.6
 Tucson,2019,152333.33333333334,Semi-Auto,6219,Diesel,145,47.1,1.6
 Tucson,2018,122333.33333333333,Manual,4760,Diesel,145,48.7,1.6
 Tucson,2019,157666.66666666666,Semi-Auto,15511,Petrol,150,35.8,1.6
 Tucson,2019,110666.66666666667,Manual,13980,Petrol,145,34.9,1.6
 I10,2015,33666.666666666664,Manual,27056,Petrol,20,60.1,1.0
 Tucson,2018,126666.66666666667,Manual,11779,Petrol,145,34.9,1.6
 I10,2018,70666.66666666667,Semi-Auto,8168,Petrol,145,47.9,1.2
 Ioniq,2019,154333.33333333334,Automatic,7138,Hybrid,135,62.8,1.6
 Tucson,2017,126666.66666666667,Automatic,6987,Petrol,145,39.8,1.6
 I40,2019,140666.66666666666,Semi-Auto,11013,Diesel,145,53.3,1.6
 Santa Fe,2020,306333.3333333333,Semi-Auto,1088,Diesel,145,39.2,2.2
 I20,2020,88000.0,Manual,2310,Petrol,145,46.3,1.2
 I30,2020,114666.66666666667,Manual,3363,Petrol,145,44.8,1.0
 Ioniq,2020,160666.66666666666,Automatic,5395,Hybrid,135,62.8,1.6
 I10,2020,96333.33333333333,Manual,921,Petrol,145,55.4,1.2
 I20,2019,62666.666666666664,Manual,15216,Petrol,145,46.3,1.2
 I20,2017,59333.333333333336,Automatic,25650,Petrol,160,45.6,1.4
 IX20,2017,58333.333333333336,Manual,19363,Petrol,145,50.4,1.4
 I20,2019,80000.0,Manual,1485,Petrol,145,47.9,1.0
 Santa Fe,2019,253000.0,Semi-Auto,3960,Diesel,145,39.8,2.2
 I10,2019,63666.666666666664,Manual,3682,Petrol,145,57.6,1.2
 Tucson,2020,199000.0,Semi-Auto,985,Petrol,145,35.8,1.6
 I10,2020,87000.0,Manual,23,Petrol,145,56.5,1.0
 Ioniq,2019,165000.0,Automatic,9230,Hybrid,135,78.5,1.6
 I10,2018,60333.333333333336,Manual,24021,Petrol,145,57.7,1.2
 I40,2016,83000.0,Manual,18340,Diesel,125,60.1,1.7
 Ioniq,2019,165000.0,Automatic,4720,Hybrid,135,78.5,1.6
 I10,2015,39000.0,Manual,27390,Petrol,30,57.6,1.2
 Tucson,2019,102333.33333333333,Manual,17642,Petrol,145,35.3,1.6
 I10,2017,52333.333333333336,Manual,22022,Petrol,20,60.1,1.0
 Kona,2019,103666.66666666667,Manual,5986,Petrol,145,44.1,1.0
 I30,2018,70666.66666666667,Manual,24512,Petrol,150,56.5,1.0
 I20,2013,28666.666666666668,Manual,43621,Petrol,30,57.6,1.2
 Tucson,2019,140666.66666666666,Manual,10,Diesel,150,48.7,1.6
 Santa Fe,2017,156000.0,Semi-Auto,38202,Diesel,150,42.8,2.2
 Tucson,2020,196000.0,Semi-Auto,1000,Hybrid,145,50.4,1.6
 Tucson,2020,176666.66666666666,Manual,1000,Petrol,145,34.9,1.6
 Ioniq,2017,105333.33333333333,Automatic,23900,Hybrid,0,78.5,1.6
 I10,2019,58333.333333333336,Manual,497,Petrol,150,60.1,1.0
 I30,2017,80000.0,Manual,13480,Petrol,150,52.3,1.4
 I20,2017,54333.333333333336,Manual,24714,Petrol,150,58.9,1.2
 I10,2017,64666.666666666664,Semi-Auto,12000,Petrol,150,47.9,1.2
 I10,2018,56333.333333333336,Manual,6871,Petrol,145,60.1,1.0
 Kona,2019,152333.33333333334,Automatic,5155,Hybrid,140,52.3,1.6
 Ioniq,2019,138333.33333333334,Automatic,10000,Hybrid,140,78.5,1.6
 I10,2019,58333.333333333336,Manual,10332,Petrol,145,60.1,1.0
 Ioniq,2018,110666.66666666667,Automatic,32360,Hybrid,135,78.5,1.6
 Kona,2019,108666.66666666667,Manual,5200,Petrol,145,44.1,1.0
 I10,2017,50333.333333333336,Manual,11997,Petrol,145,60.1,1.0
 I30,2016,76666.66666666667,Manual,14838,Petrol,235,38.7,1.6
 Santa Fe,2018,161000.0,Semi-Auto,21000,Diesel,145,42.8,2.2
 Tucson,2017,93666.66666666667,Manual,19687,Petrol,165,44.8,1.6
 Tucson,2017,101000.0,Semi-Auto,36541,Diesel,150,57.6,1.7
 IX20,2019,84000.0,Manual,7887,Petrol,150,37.2,1.6
 Ioniq,2017,118000.0,Automatic,7858,Hybrid,135,78.5,1.6
 Tucson,2018,105333.33333333333,Semi-Auto,32217,Diesel,150,57.6,1.7
 I10,2015,29666.666666666668,Manual,42761,Petrol,20,60.1,1.0
 Tucson,2016,73333.33333333333,Manual,12800,Diesel,30,61.7,1.7
 I10,2018,41000.0,Manual,35458,Petrol,145,57.7,1.2
 Tucson,2017,98000.0,Manual,10157,Diesel,30,61.7,1.7
 I20,2016,61666.666666666664,Manual,21010,Petrol,125,51.4,1.4
 IX20,2018,81000.0,Manual,6684,Petrol,150,50.4,1.4
 IX35,2015,57333.333333333336,Manual,41309,Diesel,150,53.3,1.7
 I10,2017,56333.333333333336,Manual,19230,Petrol,145,57.7,1.2
 Tucson,2017,94666.66666666667,Semi-Auto,38351,Diesel,125,57.6,1.7
 Tucson,2016,86333.33333333333,Manual,37167,Diesel,150,54.3,2.0
 I10,2017,47000.0,Manual,14258,Petrol,150,60.1,1.0
 Ioniq,2018,119333.33333333333,Automatic,31852,Hybrid,135,78.5,1.6
 I10,2018,60333.333333333336,Manual,10553,Petrol,145,57.7,1.2
 Tucson,2019,165000.0,Manual,3961,Petrol,145,34.9,1.6
 I20,2017,60333.333333333336,Manual,27921,Petrol,150,55.4,1.2
 Tucson,2019,168333.33333333334,Manual,26,Diesel,150,48.7,1.6
 I10,2014,32666.666666666668,Manual,35428,Petrol,20,60.1,1.0
 I30,2018,81000.0,Manual,22102,Petrol,150,52.3,1.4
 I10,2018,57333.333333333336,Manual,18406,Petrol,145,57.7,1.2
 I10,2020,80000.0,Manual,2255,Petrol,145,49.6,1.0
 Tucson,2020,180000.0,Manual,2256,Petrol,145,34.9,1.6
 Tucson,2017,92666.66666666667,Manual,27815,Diesel,30,61.7,1.7
 I10,2017,49333.333333333336,Manual,11090,Petrol,20,60.1,1.0
 I40,2014,50000.0,Manual,66600,Diesel,150,55.4,1.7
 I10,2017,39000.0,Manual,53329,Petrol,30,57.6,1.2
 Tucson,2016,74666.66666666667,Manual,22684,Diesel,30,61.7,1.7
 IX20,2015,48000.0,Automatic,17950,Petrol,205,43.6,1.6
 Tucson,2016,102333.33333333333,Manual,24340,Diesel,125,58.9,2.0
 Santa Fe,2016,127666.66666666667,Semi-Auto,34670,Diesel,235,42.8,2.2
 I20,2017,56333.333333333336,Manual,22781,Petrol,150,55.4,1.2
 I30,2020,147666.66666666666,Manual,2661,Petrol,150,45.6,1.4
 I20,2019,91333.33333333333,Automatic,13337,Petrol,145,49.6,1.0
 I800,2018,120666.66666666667,Manual,32997,Diesel,145,37.7,2.5
 Kona,2019,94333.33333333333,Manual,10961,Petrol,145,44.1,1.0
 Kona,2019,103666.66666666667,Manual,14398,Petrol,145,44.1,1.0
 I10,2018,60333.333333333336,Manual,10481,Petrol,145,57.7,1.2
 Ioniq,2018,113000.0,Automatic,30448,Hybrid,135,78.5,1.6
 Santa Fe,2018,230666.66666666666,Semi-Auto,8400,Diesel,150,39.8,2.2
 I10,2017,51333.333333333336,Manual,10049,Petrol,30,57.7,1.2
 Tucson,2019,116000.0,Manual,10333,Petrol,145,34.9,1.6
 Tucson,2018,105333.33333333333,Manual,8540,Petrol,145,44.8,1.6
 I30,2015,43666.666666666664,Manual,57541,Diesel,0,78.4,1.6
 Tucson,2016,76666.66666666667,Manual,45876,Diesel,30,61.7,1.7
 IX20,2017,69666.66666666667,Manual,5003,Petrol,125,50.4,1.4
 Kona,2019,106666.66666666667,Manual,12677,Petrol,145,44.1,1.0
 Ioniq,2018,110666.66666666667,Automatic,31627,Hybrid,135,78.5,1.6
 Tucson,2016,108666.66666666667,Manual,12797,Petrol,260,37.2,1.6
 I20,2017,67666.66666666667,Automatic,19595,Petrol,145,45.6,1.4
 Santa Fe,2020,306333.3333333333,Semi-Auto,1801,Diesel,145,39.8,2.2
 I20,2016,53333.333333333336,Manual,19456,Petrol,20,62.8,1.0
 I10,2020,110666.66666666667,Semi-Auto,516,Petrol,145,49.6,1.2
 Ioniq,2019,152333.33333333334,Automatic,6933,Hybrid,135,78.5,1.6
 Tucson,2019,167000.0,Manual,3000,Hybrid,145,51.4,1.6
 Tucson,2017,115000.0,Manual,26500,Diesel,145,54.3,2.0
 Tucson,2015,74666.66666666667,Manual,21904,Diesel,30,61.7,1.7
 Tucson,2017,102333.33333333333,Manual,30165,Diesel,30,61.7,1.7
 I30,2019,168333.33333333334,Manual,150,Petrol,150,34.0,2.0
 Tucson,2019,133000.0,Semi-Auto,4367,Petrol,150,36.2,1.6
 Kona,2018,114666.66666666667,Manual,250,Petrol,145,44.1,1.0
 Kona,2019,94333.33333333333,Manual,15927,Petrol,145,44.1,1.0
 Kona,2018,94333.33333333333,Manual,10326,Petrol,145,52.3,1.0
 Tucson,2019,143666.66666666666,Manual,1498,Hybrid,145,51.4,1.6
 I10,2015,37000.0,Manual,27872,Petrol,20,60.1,1.0
 I20,2020,103666.66666666667,Manual,1974,Petrol,145,47.9,1.0
 I30,2019,116000.0,Manual,12540,Diesel,145,58.9,1.6
 I20,2017,54333.333333333336,Manual,21807,Petrol,150,58.9,1.2
 I10,2018,70666.66666666667,Semi-Auto,8500,Petrol,150,47.9,1.2
 Kona,2018,88000.0,Manual,9505,Petrol,150,52.3,1.0
 Santa Fe,2019,253000.0,Semi-Auto,11000,Diesel,145,39.2,2.2
 I10,2017,52333.333333333336,Manual,26353,Petrol,150,57.7,1.2
 I10,2016,40000.0,Manual,20731,Petrol,20,60.1,1.0
 Kona,2018,101333.33333333333,Manual,6933,Petrol,150,44.1,1.0
 I10,2016,40000.0,Manual,36193,Petrol,30,57.6,1.2
 I10,2014,29666.666666666668,Manual,44047,Petrol,20,60.1,1.0
 Tucson,2017,84000.0,Manual,28476,Diesel,30,61.7,1.7
 IX20,2015,50000.0,Automatic,20500,Petrol,205,43.6,1.6
 Ioniq,2016,98000.0,Automatic,19801,Hybrid,0,78.5,1.6
 Tucson,2019,154333.33333333334,Manual,4425,Petrol,150,34.9,1.6
 Tucson,2019,157666.66666666666,Semi-Auto,9898,Petrol,150,35.8,1.6
 I10,2020,87000.0,Manual,295,Petrol,145,56.5,1.0
 I30,2019,168333.33333333334,Manual,21,Petrol,150,34.0,2.0
 I30,2015,46000.0,Manual,42764,Petrol,150,48.7,1.4
 Tucson,2017,82000.0,Manual,22371,Petrol,160,44.8,1.6
 Tucson,2018,156333.33333333334,Semi-Auto,14290,Petrol,145,35.8,1.6
 I30,2017,78000.0,Semi-Auto,23505,Petrol,150,51.4,1.4
 I10,2017,56333.333333333336,Manual,4028,Petrol,150,60.1,1.0
 I40,2016,64000.0,Manual,32309,Diesel,20,67.3,1.7
 Tucson,2017,98000.0,Semi-Auto,40077,Diesel,150,57.6,1.7
 I10,2018,52333.333333333336,Manual,15885,Petrol,145,60.1,1.0
 I10,2018,54333.333333333336,Manual,6753,Petrol,145,60.1,1.0
 I10,2017,48333.333333333336,Manual,18610,Petrol,145,57.7,1.2
 Kona,2019,104666.66666666667,Manual,10,Petrol,145,44.1,1.0
 I10,2018,54333.333333333336,Manual,6752,Petrol,145,60.1,1.0
 Kona,2019,92333.33333333333,Manual,1001,Petrol,145,44.1,1.0
 Tucson,2018,98000.0,Manual,7809,Petrol,145,44.8,1.6
 Tucson,2019,161666.66666666666,Automatic,8100,Diesel,145,46.3,1.6
 I30,2019,165000.0,Manual,2938,Petrol,145,34.0,2.0
 Tucson,2019,175666.66666666666,Manual,5500,Diesel,145,45.6,1.6
 I10,2014,37000.0,Manual,22000,Petrol,30,57.6,1.2
 Tucson,2015,101000.0,Manual,16212,Diesel,125,58.9,2.0
 I10,2019,69666.66666666667,Manual,10,Petrol,145,60.1,1.0
 I10,2019,68666.66666666667,Manual,642,Petrol,145,49.6,1.0
 Tucson,2017,93666.66666666667,Manual,15625,Petrol,150,44.8,1.6
 I20,2019,84000.0,Manual,14,Petrol,145,46.3,1.2
 Ioniq,2019,161666.66666666666,Automatic,9000,Hybrid,135,78.5,1.6
 I10,2020,88000.0,Manual,610,Petrol,145,56.5,1.0
 IX20,2016,55333.333333333336,Manual,9442,Petrol,125,50.4,1.4
 Kona,2018,91333.33333333333,Manual,9396,Petrol,145,44.1,1.0
 Tucson,2018,98000.0,Manual,25295,Petrol,145,44.8,1.6
 Ioniq,2019,143666.66666666666,Automatic,4243,Hybrid,135,78.5,1.6
 Kona,2018,94333.33333333333,Manual,8085,Petrol,145,44.1,1.0
 I20,2017,50333.333333333336,Manual,32500,Petrol,145,58.9,1.2
 I10,2019,54333.333333333336,Manual,4889,Petrol,145,60.1,1.0
 Kona,2019,97333.33333333333,Manual,9893,Petrol,145,44.1,1.0
 Tucson,2019,110666.66666666667,Manual,13161,Petrol,145,34.9,1.6
 I20,2018,68666.66666666667,Manual,22000,Petrol,145,58.9,1.0
 I10,2020,87000.0,Manual,85,Petrol,145,56.5,1.0
 Tucson,2016,80000.0,Manual,21384,Petrol,160,44.8,1.6
 Ioniq,2019,143666.66666666666,Semi-Auto,2125,Hybrid,135,62.8,1.6
 I30,2015,51333.333333333336,Manual,15318,Petrol,145,47.1,1.4
 Ioniq,2018,116000.0,Semi-Auto,17712,Hybrid,135,78.5,1.6
 Ioniq,2018,105333.33333333333,Semi-Auto,37445,Hybrid,135,78.5,1.6
 I10,2018,47000.0,Manual,30842,Petrol,145,60.1,1.0
 I40,2019,154333.33333333334,Semi-Auto,1650,Diesel,145,54.3,1.6
 Kona,2019,170333.33333333334,Semi-Auto,7200,Hybrid,135,52.3,1.6
 IX20,2017,72333.33333333333,Automatic,22691,Petrol,160,43.5,1.6
 I10,2018,54333.333333333336,Manual,7356,Petrol,145,60.1,1.0
 I10,2018,53333.333333333336,Manual,15207,Petrol,145,60.1,1.0
 Ioniq,2019,154333.33333333334,Automatic,4048,Hybrid,135,62.8,1.6
 I30,2017,72333.33333333333,Manual,29664,Diesel,145,74.3,1.6
 I10,2017,58333.333333333336,Semi-Auto,30435,Petrol,145,47.9,1.2
 I10,2018,45000.0,Manual,32641,Petrol,145,60.1,1.0
