Name,Condition,Price,Location,Link,Description,Car_code,Year of manufacture,Condition,Origin,Body type,Engine,Exterior color,Interior color,Seats,Doors,Mileage
Suzuki Swift 1.4 AT - 2015, Used car,305 Million VND,Hanoi,https://bonbanh.com/xe-suzuki-swift-1.4-at-2015-5376000," *Domestic assembly car, White color, Petrol engine 1.4 L, Automatic transmission, đã đi 84,000 km ... ",Code: 5376000,2015.0,Used car,Assembled domestically,Hatchback,Petrol  1.4 L,White,Black,5 seats,5 doors,"84,000 Km"
Toyota Land Cruiser 3.5 V6 - 2024, New car,4 Billion VND 286 Million VND,Hanoi,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5303842," *Imported car, Black color, Petrol engine 3.4 L, Automatic transmission ... ",Code: 5303842,2024.0,New car,Imported,SUV,Petrol  3.4 L,Black,-,7 seats,5 doors,
Mercedes Benz GLC 200 4Matic - 2023, New car,2 Billion VND 299 Million VND,Hải Phòng,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2023-5168896," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5168896,2023.0,New car,Assembled domestically,SUV,Petrol  2.0 L,White,Brown,5 seats,5 doors,
Mercedes Benz GLS 450 4Matic - 2024, New car,5 Billion VND 329 Million VND,Quảng Ninh,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2024-5376182," *Imported car, màu xanh, Petrol engine 3.0 L, Automatic transmission ... ",Code: 5376182,2024.0,New car,Imported,SUV,Petrol  3.0 L,Xanh,Kem,7 seats,5 doors,
Mercedes Benz E class E200 Exclusive - 2021, Used car,1 Billion VND 599 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2021-5370532," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 56,000 km ... ",Code: 5370532,2021.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,White,Black,5 seats,4 cửa,"56,000 Km"
Ford Everest Titanium 2.0L 4x2 AT - 2019, Used car,868 Million VND,Hanoi,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2019-5443722," *Imported car, Black color, máy dầu 2.0 L, Automatic transmission, đã đi 64,000 km ... ",Code: 5443722,2019.0,Used car,Imported,SUV,Dầu  2.0 L,Black,Black,7 seats,5 doors,"64,000 Km"
Mercedes Benz GLC 300 4Matic - 2022, Used car,2 Billion VND 150 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4933890," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 1,089 km ... ",Code: 4933890,2022.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,White,Black,5 seats,5 doors,"1,089 Km"
Honda CRV G - 2018, Used car,699 Million VND,Hanoi,https://bonbanh.com/xe-honda-crv-g-2018-5430353," *Imported car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 80,000 km ... ",Code: 5430353,2018.0,Used car,Imported,SUV,Petrol  1.5 L,White,Black,7 seats,5 doors,"80,000 Km"
Mitsubishi Outlander 2.0 CVT - 2023, New car,755 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2023-5361282," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5361282,2023.0,New car,Assembled domestically,SUV,Petrol  2.0 L,White,Black,7 seats,5 doors,
Honda CRV e:HEV RS - 2023, New car,1 Billion VND 199 Million VND,Hanoi,https://bonbanh.com/xe-honda-crv-e-hev-rs-2023-5300521," *Imported car, White color, Hybrid car 2.0 L, Automatic transmission ... ",Code: 5300521,2023.0,New car,Imported,SUV,Hybrid  2.0 L,White,-,5 seats,5 doors,
LandRover Range Rover Sport HSE - 2014, Used car,1 Billion VND 970 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-landrover-range_rover_sport-hse-2014-5428566," *Imported car, Black color, Petrol engine 3.0 L, Automatic transmission, đã đi 80,000 km ... ",Code: 5428566,2014.0,Used car,Imported,SUV,Petrol  3.0 L,Black,Kem,5 seats,5 doors,"80,000 Km"
Hyundai Accent 1.4 AT Đặc Biệt - 2022, Used car,479 Million VND,Bắc Ninh,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-5431048," *Domestic assembly car, màu đồng, Petrol engine 1.4 L, Automatic transmission, đã đi 34,000 km ... ",Code: 5431048,2022.0,Used car,Assembled domestically,Sedan,Petrol  1.4 L,Đồng,Nhiều màu,5 seats,4 cửa,"34,000 Km"
Toyota Venza 3.5 AWD - 2010, Used car,465 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-venza-3.5-awd-2010-5440835," *Imported car, White color, Petrol engine 3.5 L, Automatic transmission, đã đi 78,000 km ... ",Code: 5440835,2010.0,Used car,Imported,Crossover,Petrol  3.5 L,White,White,5 seats,5 doors,"78,000 Km"
Mini Cooper Countryman - 2021, Used car,1 Billion VND 888 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mini-cooper-countryman-2021-5441363," *Imported car, Silver color, Petrol engine 1.5 L, Automatic transmission, đã đi 8,888 km ... ",Code: 5441363,2021.0,Used car,Imported,Hatchback,Petrol  1.5 L,Silver,Black,5 seats,5 doors,"8,888 Km"
Mercedes Benz V class V250 Avantgarde - 2016, Used car,1 Billion VND 55 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-v_class-v250-avantgarde-2016-5317454," *Imported car, màu xanh, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5317454,2016.0,Used car,Imported,Van/Minivan,Petrol  2.0 L,Xanh,Kem,7 seats,5 doors,0 Km
Mercedes Benz E class E200 Exclusive - 2021, Used car,1 Billion VND 739 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2021-5417912," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 23,900 km ... ",Code: 5417912,2021.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,Red,Brown,5 seats,4 cửa,"23,900 Km"
Mercedes Benz GLS 450 4Matic - 2021, Used car,3 Billion VND 998 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-5433989," *Imported car, White color, Petrol engine 3.0 L, Automatic transmission, đã đi 25,000 km ... ",Code: 5433989,2021.0,Used car,Imported,SUV,Petrol  3.0 L,White,Brown,7 seats,5 doors,"25,000 Km"
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2021, Used car,999 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2021-5419733," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 6,000 km ... ",Code: 5419733,2021.0,Used car,Assembled domestically,Crossover,Petrol  2.0 L,Red,Kem,5 seats,5 doors,"6,000 Km"
Lexus RX 200t - 2017, Used car,1 Billion VND 990 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-lexus-rx-200t-2017-5425570," *Imported car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 50,000 km ... ",Code: 5425570,2017.0,Used car,Imported,SUV,Petrol  2.0 L,White,Brown,5 seats,5 doors,"50,000 Km"
MG 5 Luxury 1.5 AT - 2023, New car,475 Million VND,Hanoi,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2023-5363148," *Imported car, White color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5363148,2023.0,New car,Imported,Sedan,Petrol  1.5 L,White,Black,5 seats,4 cửa,
Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT - 2018, Used car,645 Million VND,Hanoi,https://bonbanh.com/xe-chevrolet-trailblazer-ltz-2.5l-vgt-4x4-at-2018-5442818," *Imported car, Black color, máy dầu 2.5 L, Automatic transmission, đã đi 50,000 km ... ",Code: 5442818,2018.0,Used car,Imported,SUV,Dầu  2.5 L,Black,Brown,7 seats,5 doors,"50,000 Km"
Lexus ES 300h - 2023, New car,3 Billion VND 140 Million VND,Hanoi,https://bonbanh.com/xe-lexus-es-300h-2023-5240478," *Imported car, màu xanh, Hybrid car 2.5 L, Automatic transmission ... ",Code: 5240478,2023.0,New car,Imported,Sedan,Hybrid  2.5 L,Xanh,Brown,5 seats,4 cửa,
Mercedes Benz GLC 300 4Matic - 2022, Used car,2 Billion VND 450 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5328556," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 30 km ... ",Code: 5328556,2022.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,White,Black,5 seats,5 doors,30 Km
Lexus ES 250 - 2020, Used car,1 Billion VND 950 Million VND,Hanoi,https://bonbanh.com/xe-lexus-es-250-2020-5417970," *Imported car, Red color, Petrol engine 2.5 L, Automatic transmission, đã đi 28,000 km ... ",Code: 5417970,2020.0,Used car,Imported,Sedan,Petrol  2.5 L,Red,Brown,5 seats,4 cửa,"28,000 Km"
Mazda 2 1.5 AT - 2023, New car,410 Million VND,Thanh Hóa,https://bonbanh.com/xe-mazda-2-1.5-at-2023-5408575," *Imported car, White color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5408575,2023.0,New car,Imported,Sedan,Petrol  1.5 L,White,Black,5 seats,4 cửa,
BMW X5 xDrive40i xLine - 2019, Used car,2 Billion VND 660 Million VND,Hanoi,https://bonbanh.com/xe-bmw-x5-xdrive40i-xline-2019-5432116," *Imported car, White color, Petrol engine 3.0 L, Automatic transmission, đã đi 29,000 km ... ",Code: 5432116,2019.0,Used car,Imported,SUV,Petrol  3.0 L,White,Brown,7 seats,5 doors,"29,000 Km"
MG RX5 1.5T LUX - 2023, New car,829 Million VND,Hải Phòng,https://bonbanh.com/xe-mg-rx5-1.5t-lux-2023-5291816," *Imported car, màu xám, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5291816,2023.0,New car,Imported,Crossover,Petrol  1.5 L,Xám,Black,5 seats,5 doors,
Toyota Raize G 1.0 CVT - 2024, New car,492 Million VND,Hanoi,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-5387343," *Imported car, Red color, Petrol engine 1.0 L, Automatic transmission ... ",Code: 5387343,2024.0,New car,Imported,SUV,Petrol  1.0 L,Red,Black,5 seats,5 doors,
Toyota Land Cruiser 3.5 V6 - 2024, New car,4 Billion VND 286 Million VND,Hanoi,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5277901," *Imported car, White color, Petrol engine 3.4 L, Automatic transmission ... ",Code: 5277901,2024.0,New car,Imported,SUV,Petrol  3.4 L,White,Black,7 seats,5 doors,
Cadillac Escalade 6.2 V8 - 2015, Used car,2 Billion VND 681 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-cadillac-escalade-6.2-v8-2015-5402742," *Imported car, Brown color, Petrol engine 6.2 L, Automatic transmission, đã đi 80,000 km ... ",Code: 5402742,2015.0,Used car,Imported,SUV,Petrol  6.2 L,Brown,Vàng,7 seats,5 doors,"80,000 Km"
Mercedes Benz GLC 300 4Matic - 2022, Used car,2 Billion VND 79 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5368580," *Domestic assembly car, màu xám, Petrol engine 2.0 L, Automatic transmission, đã đi 9,800 km ... ",Code: 5368580,2022.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Xám,Black,5 seats,5 doors,"9,800 Km"
Mitsubishi Xpander Premium 1.5 AT - 2023, New car,610 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-5335432," *Imported car, Silver color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5335432,2023.0,New car,Imported,SUV,Petrol  1.5 L,Silver,-,7 seats,5 doors,
Mazda CX5 Premium 2.0 AT - 2023, New car,839 Million VND,Hải Phòng,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2023-5089294," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5089294,2023.0,New car,Assembled domestically,SUV,Petrol  2.0 L,Red,-,5 seats,5 doors,
Porsche Panamera 4 Executive - 2021, Used car,6 Billion VND 600 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-porsche-panamera-4-executive-2021-5309297," *Imported car, Petrol engine 2.9 L, Automatic transmission, đã đi 22,000 km ... ",Code: 5309297,2021.0,Used car,Imported,Sedan,Petrol  2.9 L,Màu khác,Red,4 chỗ,4 cửa,"22,000 Km"
Ford Everest Titanium 2.0L 4x4 AT - 2019, Used car,938 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2019-5242084," *Imported car, Silver color, máy dầu 2.0 L, Automatic transmission, đã đi 35,000 km ... ",Code: 5242084,2019.0,Used car,Imported,SUV,Dầu  2.0 L,Silver,Black,7 seats,5 doors,"35,000 Km"
VinFast Fadil 1.4 AT Plus - 2021, Used car,336 Million VND,Hải Phòng,https://bonbanh.com/xe-vinfast-fadil-1.4-at-plus-2021-5427614," *Domestic assembly car, White color, Petrol engine 1.4 L, Automatic transmission, đã đi 18,000 km ... ",Code: 5427614,2021.0,Used car,Assembled domestically,Hatchback,Petrol  1.4 L,White,Ghi,5 seats,5 doors,"18,000 Km"
Peugeot 408 GT 1.6 AT - 2023, New car,1 Billion VND 39 Million VND,Hanoi,https://bonbanh.com/xe-peugeot-408-gt-1.6-at-2023-5388914," *Domestic assembly car, White color, Petrol engine 1.6 L, Automatic transmission ... ",Code: 5388914,2023.0,New car,Assembled domestically,Crossover,Petrol  1.6 L,White,-,5 seats,5 doors,
Mercedes Benz E class E200 Exclusive - 2021, Used car,1 Billion VND 739 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2021-5433293," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 24,000 km ... ",Code: 5433293,2021.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,Red,Brown,5 seats,4 cửa,"24,000 Km"
Mercedes Benz ML Class ML350 - 2008, Used car,293 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-ml_class-ml350-2008-5442012," *Imported car, Black color, Petrol engine 3.5 L, Automatic transmission, đã đi 90,000 km ... ",Code: 5442012,2008.0,Used car,Imported,SUV,Petrol  3.5 L,Black,-,5 seats,5 doors,"90,000 Km"
Morgan Plus Six - 2023, New car,8 Billion VND 600 Million VND,Hanoi,https://bonbanh.com/xe-morgan-plus_six--2023-5089841," *Imported car, màu xanh, Petrol engine , Automatic transmission ... ",Code: 5089841,2023.0,New car,Imported,Sedan,Petrol,Xanh,Black,5 seats,2 cửa,
Mazda BT50 Deluxe 2.2L 4x2 AT - 2021, Used car,560 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mazda-bt50-deluxe-2.2l-4x2-at-2021-5428666," *Imported car, màu xanh, máy dầu 2.2 L, Automatic transmission, đã đi 35,000 km ... ",Code: 5428666,2021.0,Used car,Imported,Bán tải / Pickup,Dầu  2.2 L,Xanh,Black,5 seats,4 cửa,"35,000 Km"
Ford Everest Titanium 2.0L 4x4 AT - 2020, Used car,948 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2020-5334549," *Imported car, Black color, máy dầu 2.0 L, Automatic transmission, đã đi 42,000 km ... ",Code: 5334549,2020.0,Used car,Imported,SUV,Dầu  2.0 L,Black,Black,7 seats,5 doors,"42,000 Km"
VinFast VF9 Plus - 2023, New car,1 Billion VND 670 Million VND,Hanoi,https://bonbanh.com/xe-vinfast-vf9-plus-2023-5283700," *Domestic assembly car, màu xanh, xe điện , Automatic transmission ... ",Code: 5283700,2023.0,New car,Assembled domestically,SUV,Điện  0.2 L,Xanh,Brown,7 seats,5 doors,
Ford Transit Tiêu chuẩn - 2023, New car,759 Million VND,Hanoi,https://bonbanh.com/xe-ford-transit-tieu-chuan-2023-5198467," *Domestic assembly car, White color, máy dầu 2.2 L, Manual transmission ... ",Code: 5198467,2023.0,New car,Assembled domestically,Van/Minivan,Dầu  2.2 L,White,Ghi,16 chỗ,4 cửa,
Porsche Cayenne 3.6 V6 - 2014, Used car,1 Billion VND 290 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-porsche-cayenne-3.6-v6-2014-5410694," *Imported car, Black color, Petrol engine 3.6 L, Automatic transmission, đã đi 90,000 km ... ",Code: 5410694,2014.0,Used car,Imported,SUV,Petrol  3.6 L,Black,Brown,5 seats,5 doors,"90,000 Km"
Mercedes Benz E class E200 - 2020, Used car,1 Billion VND 189 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2020-5444304," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 80,450 km ... ",Code: 5444304,2020.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,Red,Black,5 seats,4 cửa,"80,450 Km"
Ford Explorer Limited 2.3L EcoBoost - 2023, New car,1 Billion VND 999 Million VND,Hanoi,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2023-4875320," *Imported car, Black color, Petrol engine 2.3 L, Automatic transmission ... ",Code: 4875320,2023.0,New car,Imported,SUV,Petrol  2.3 L,Black,Black,7 seats,5 doors,
Mercedes Benz E class E300 AMG - 2023, Used car,2 Billion VND 399 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2023-5432097," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 30,000 km ... ",Code: 5432097,2023.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,White,Brown,5 seats,4 cửa,"30,000 Km"
Mercedes Benz C class C200 Exclusive - 2021, Used car,1 Billion VND 139 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-c_class-c200-exclusive-2021-5431849," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 51,000 km ... ",Code: 5431849,2021.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,Black,Kem,5 seats,4 cửa,"51,000 Km"
BMW 5 Series 520i M Sport - 2021, Used car,1 Billion VND 899 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-bmw-5_series-520i-m-sport-2021-5313891," *Imported car, màu xanh, Petrol engine 2.0 L, Automatic transmission, đã đi 24,000 km ... ",Code: 5313891,2021.0,Used car,Imported,Sedan,Petrol  2.0 L,Xanh,Black,5 seats,4 cửa,"24,000 Km"
Toyota Corolla Cross 1.8V - 2023, New car,860 Million VND,Vĩnh Phúc,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2023-3367311," *Imported car, White color, Petrol engine 1.8 L, Automatic transmission ... ",Code: 3367311,2023.0,New car,Imported,SUV,Petrol  1.8 L,White,Brown,5 seats,5 doors,
Mercedes Benz S class S450 Luxury - 2022, New car,5 Billion VND 559 Million VND,Nghệ An,https://bonbanh.com/xe-mercedes_benz-s_class-s450-luxury-2022-5446036," *Imported car, màu xanh, Petrol engine 3.0 L, Automatic transmission ... ",Code: 5446036,2022.0,New car,Imported,Sedan,Petrol  3.0 L,Xanh,Black,5 seats,4 cửa,
Ford Territory Trend 1.5 AT - 2024, New car,700 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-territory-trend-1.5-at-2024-5390385," *Domestic assembly car, White color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5390385,2024.0,New car,Assembled domestically,SUV,Petrol  1.5 L,White,Black,5 seats,5 doors,
Mini Cooper S 3Dr - 2019, Used car,1 Billion VND 289 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mini-cooper-s-3dr-2019-5436717," *Imported car, màu xanh, Petrol engine 2.0 L, Automatic transmission, đã đi 19,000 km ... ",Code: 5436717,2019.0,Used car,Imported,Hatchback,Petrol  2.0 L,Xanh,Black,4 chỗ,3 cửa,"19,000 Km"
Ford Escape XLT 2.3L 4x4 AT - 2011, Used car,280 Million VND,Hanoi,https://bonbanh.com/xe-ford-escape-xlt-2.3l-4x4-at-2011-5398151," *Domestic assembly car, màu vàng, Petrol engine 2.3 L, Automatic transmission, đã đi 140,000 km ... ",Code: 5398151,2011.0,Used car,Assembled domestically,SUV,Petrol  2.3 L,Vàng,Black,5 seats,5 doors,"140,000 Km"
BMW 7 Series 730Li - 2014, Used car,899 Million VND,Hanoi,https://bonbanh.com/xe-bmw-7_series-730li-2014-5249664," *Imported car, Black color, Petrol engine 3.0 L, Automatic transmission ... ",Code: 5249664,2014.0,Used car,Imported,Sedan,Petrol  3.0 L,Black,Black,5 seats,4 cửa,0 Km
Mercedes Benz GLK Class GLK220 CDI 4Matic - 2015, Used car,639 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glk_class-glk220-cdi-4matic-2015-5427093," *Domestic assembly car, Black color, máy dầu 2.1 L, Automatic transmission ... ",Code: 5427093,2015.0,Used car,Assembled domestically,SUV,Dầu  2.1 L,Black,Kem,5 seats,5 doors,0 Km
Mercedes Benz GLC 200 4Matic - 2023, Used car,1 Billion VND 799 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2023-5398825," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 12,000 km ... ",Code: 5398825,2023.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Black,Kem,5 seats,5 doors,"12,000 Km"
BMW 5 Series 520i - 2016, Used car,789 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-bmw-5_series-520i-2016-5444282," *Imported car, Brown color, Petrol engine 2.0 L, Automatic transmission, đã đi 77,232 km ... ",Code: 5444282,2016.0,Used car,Imported,Sedan,Petrol  2.0 L,Brown,Brown,5 seats,4 cửa,"77,232 Km"
Ford Everest 2.5L 4x2 MT - 2012, Used car,295 Million VND,Hanoi,https://bonbanh.com/xe-ford-everest-2.5l-4x2-mt-2012-5406041," *Domestic assembly car, Silver color, máy dầu 2.5 L, Manual transmission, đã đi 120,000 km ... ",Code: 5406041,2012.0,Used car,Assembled domestically,SUV,Dầu  2.5 L,Silver,Nhiều màu,7 seats,5 doors,"120,000 Km"
Kia Sedona 3.3 GAT Premium - 2019, Used car,750 Million VND,Hanoi,https://bonbanh.com/xe-kia-sedona-3.3-gat-premium-2019-5403752," *Domestic assembly car, White color, Petrol engine 3.3 L, Automatic transmission, đã đi 62,668 km ... ",Code: 5403752,2019.0,Used car,Assembled domestically,Van/Minivan,Petrol  3.3 L,White,Kem,7 seats,5 doors,"62,668 Km"
